q01_num_hijos,q02a_age_2nd_child_to_1st,q02b_age_3rd_child_to_1st,q02c_age_4th_child_to_1st,q03_help,q04_excedencia_all,q05_duration_child,q06_duration_child,q07_duration_child,q08_main_reason,q09a_secondary_reason,q09b_secondary_reason,q09c_secondary_reason,q09d_secondary_reason,q10_diff_reasons,q11_other_ask,q12_other_not_reason,q13a_conciliation_opts,q13b_conciliation_opts,q13c_conciliation_opts,q14_company_reaction,q15_mates_reaction,q16_formation_time,q17_work_during,q18_back_work,q19_tasks_after,q20_current_tasks,q21_excedencia_general_evaluation,q22_excedencia_needs_improvements,q23_excedencia_specify_improvements,q24_conciliation_general_evaluation,q25_conciliation_needs_improvements,q26_conciliation_specify_improvements,q27_experience_description,q28_comments,q29_genre,q31_civil_status,q32_education,q33_job,q34_contract
1,,,,"No, no cuento con nadie más",si,"1er y único hijo, excedencia de 6 meses",,,Quería dedicarme por completo a mi/s hijo/s,Mi hijo tenía derecho de estar acompañado de su madre durante más tiempo,NA,NA,NA,,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,La reducción de jornada la facilita el Estatuto de los Trabajadores y la institución donde trabajo ha de otorgarla si el/la empleador/a lo solicita,Reducción de jornada,NA,"otros: Lo planteé como un derecho que tienen los hijos de estar acompañados de sus padres. A mi jefe no le pareció bien en un primer momento, pero cuando la persona de RRHH le leyó el art. 46.3 de ET y escuchó ""tiene derecho hasta 3 años"", 6 meses le parecieron estupendo. ,_)","otros: Nadie opinó. Una madre me dijo que ella se arrepentía mucho de no haberlo solicitado. Yo lo comuniqué con mucha antelación (semana 20 de embarazo aprox) para que contratasen a alguien que me cubriera ya que ese dinero se quedaba disponible, pero mi jefe no quiso. Creo que el hecho de sobrecargar a los compañeros con el trabajo de alguien que ha decidido cogerse una excedencia, puede generar cierta hostilidad en el grupo de trabajo.","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","otros: Coordiné una reforma de una vivienda. Esta actividad me permitía llevarme al bebé conmigo mientras hablaba con los equipos de trabajo o iba a obra, cosa que no se me permite ahora en mi puesto de trabajo.","otros: Volví al mismo puesto, con el mismo número de horas semanales pero repartidas de otra manera.",Realicé la misma actividad que antes de la excedencia ,,5,"otros: Creo que hay que luchar por bajas maternales más duraderas  ya que la excedencia funciona relativamente bien (al menos, en mi experiencia)","Más concienciación en los equipos de trabajo, no sólo en recursos humanos. Que haya una obligación legal de cubrir las tareas de la persona en excedencia con una persona que se incorporase expresamente para ello. Así no se sobrecargaría al equipo de trabajo evitando generar hostilidad.",2,"Sí, creo que necesita alguna mejora.","Flexibilidad en la jornada laboral, trabajo por objetivos,  teletrabajo, presencia del bebé en el entorno laboral. Escuelas infantiles con mayor amplitud de horarios.","Es el mejor dinero invertido en toda mi vida. Me alegro muchísimo de haberme ""atrevido"" a tomar esta decisión.",,Mujer,Vivo en pareja,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector público,Temporal
1,,,,"Sí, una persona contratada nos ayuda a cuidar del hijo/s",si,4 meses,,,Quería dedicarme por completo a mi/s hijo/s,No contaba con ayuda externa de familiares,Sentía que mi puesto de trabajo estaba asegurado,NA,NA,"la baja por maternidad es corta y el bebé era demasiado pequeño para que otra persona lo cuidara o escolarizarlo en una guardería, quería dedicarme yo personalmente de él algunos meses más.",no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,Reducción de jornada,NA,NA,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Cambió el tipo de jornada ,Realicé la misma actividad que antes de la excedencia ,Estoy en el mismo puesto o en otro similar,7,"Sí, creo que necesita alguna mejora.","Creo que deberia ser remunerada de alguna manera, ya que es por cuidado de hijos. Yo pediría sobre todo la ampliación de la baja por maternidad, la ampliaría más meses asi no tendría que haber pedido excedencia por cuidado de hijos y no ser remunerada por ello.",6,"Sí, creo que necesita alguna mejora.","horario flexible, más teletrabajo desde casa para una mejor conciliación","fue una buena decisión, un sacrificio económico pero mereció la pena.",no,Mujer,Vivo en pareja,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector privado,Indefinido
1,,,,"No, no cuento con nadie más",si,"2,5",,,Quería dedicarme por completo a mi/s hijo/s,Sentía que mi puesto de trabajo estaba asegurado,NA,NA,NA,,no,No aplica,Flexibilidad de horario,Reducción de jornada,NA,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Cambió el tipo de jornada ,Realicé la misma actividad que antes de la excedencia ,,3,"Sí, creo que necesita alguna mejora.","Que fuera remunerada al menos en un tanto por ciento, para poder cogerla más amplia",3,"Sí, creo que necesita alguna mejora.",,"La disfrutamos enormemente, y me encantaría seguir en casa con él hasta al menos los 3 años!!!",,Mujer,Soltero/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector privado,Indefinido
1,,,,"No, no cuento con nadie más",si,2,,,Mi puesto de trabajo no permitía la conciliación con la vida familiar ,No tenía una opción real de adaptar la jornada a mis necesidades familiares ,Quería dedicarme por completo a mi/s hijo/s,Sentía que mi puesto de trabajo estaba asegurado,NA,,no,No nos planteamos esa opción,Reducción de jornada,NA,NA,Comprensión,Indiferencia,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Volví al mismo puesto con la misma jornada ,Realicé trabajos de menor responsabilidad ,,4,"Sí, creo que necesita alguna mejora.","realmente, más que el sistema de excedencias, mejoraría el de baja maternal, que es muy corto y por ello yo  me vi obligada a cogerme una excedencia, para poder estar más tiempo con mi hijo",3,"Sí, creo que necesita alguna mejora.","flexibilidad horaria, teletrabajo, reducción de jornada pero sin reducción de salario, etc.","la verdad es que no tuve mucho problema durante mi excedencia, pero sí sentía cierta presión porque al estar sin cobrar sabía que no la podía alargar mucho tiempo. 
 Tras la excedencia, la reincoporación al trabajo sí fue dura por tener que dejar a mi bebé y porque en el trabajo tardé unos días hasta que pude estar operativa, dado que me habían dado de baja en un montón de cosas....","Aunque mi jefe no me puso ningún reparo cuando le dije que iba a cogerme una excedencia de 2 meses, yo sentía que igual le iba a sentar mal y que era mejor que no la alargara más de ese tiempo.  Repito, que él no me dijo nada, pero yo así lo sentía.  Y luego económicamente hablando, no la podía alargar, porque no nos lo podíamos permitir, con lo cual es bastante triste y frustrante.",Mujer,Vivo en pareja,Formación profesional ,Trabajo en el sector privado,Indefinido
1,,,,"No, no cuento con nadie más",si,2,,,No contaba con ayuda externa de familiares,Quería dedicarme por completo a mi/s hijo/s,NA,NA,NA,,no,,No facilita ninguna de estas opciones,NA,NA,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Volví al mismo puesto con la misma jornada ,Asumí tareas de mayor responsabilidad ,,4,"Sí, creo que necesita alguna mejora.",La baja por maternidad y paternidad  deberían ser mucho más largas. Para así no tener que recurrir a la excedencia,1,"Sí, creo que necesita alguna mejora.","Alargar e igualar bajas de maternidad y paternidad.
Facilitar reducción de jornada.
Facilitar teletrabajo.
Días para cuidado de hijos enfermo.","Me perjudicó mucho económicamente.
Lo volvería a hacer para estar con mi bebé el tiempo suficiente ",,Mujer,Pareja de hecho,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector privado,Indefinido
1,,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",no,18,,,Mi puesto de trabajo no permitía la conciliación con la vida familiar ,No tenía una opción real de adaptar la jornada a mis necesidades familiares ,NA,NA,NA,,no,otros: Económico,Reducción de jornada,NA,NA,Indiferencia,Comprensión,"Sí, compaginé el cuidado del hijo con formación / actividades para estar al día en mi profesión.",Realicé algún trabajo sin contrato,Volví al mismo puesto con la misma jornada ,Realicé la misma actividad que antes de la excedencia ,Estoy en el mismo puesto o en otro similar,3,"Sí, creo que necesita alguna mejora.",Que se remunere de manera parcial,3,"Sí, creo que necesita alguna mejora.",Apoyo e implicación por parte de las empresas a la hora de satisfacer las necesidades de sus trabajadores,,,Mujer,Pareja de hecho,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo por cuenta propia,Indefinido
1,,,,"No, no cuento con nadie más",si,11,,,Quería dedicarme por completo a mi/s hijo/s,No contaba con ayuda externa de familiares,NA,NA,NA,,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,Flexibilidad de horario,Reducción de jornada,NA,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Cambió el tipo de jornada ,Realicé la misma actividad que antes de la excedencia ,,6,"Sí, creo que necesita alguna mejora.","Que en lugar de tener que pedir excelencia por cuidado de hijos menores de un año, este tiempo estuviera cubierto por baja remunerada por cuidado de hijos.",3,"Sí, creo que necesita alguna mejora.",Días libres para poder cuidar a los hijos cuando están enfermos.,"Afortunada, enriquecedora, necesaria","Mi decisión de que mi hija dispusiera de lactancia materna a demanda hubiera sido muy difícil o casi imposible. En mi caso somos afortunados ya que nos podemos permitir esta opción. Pero lo adecuado sería que los bebés menores de un año tuvieran el cuidado de sus progenitores, la posibilidad de alimentarse con lactancia a demanda, y poder ser atendidos por sus padres cuando están enfermos.",Mujer,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector privado,Indefinido
1,,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",si,5 meses,,,Quería dedicarme por completo a mi/s hijo/s,Mi puesto de trabajo no permitía la conciliación con la vida familiar ,No tenía una opción real de adaptar la jornada a mis necesidades familiares ,NA,NA,,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,No facilita ninguna de estas opciones,NA,NA,Indiferencia,Comprensión,"Sí, compaginé el cuidado del hijo con formación / actividades para estar al día en mi profesión.",No,Cambió el tipo de jornada ,Realicé la misma actividad que antes de la excedencia ,,4,"Sí, creo que necesita alguna mejora.",Facilitar la solicitud,1,"Sí, creo que necesita alguna mejora.",Aumentar la baja maternal,España necesita mejorarla,,Mujer,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector público,Temporal
1,,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",no,,,,Mi puesto de trabajo no permitía la conciliación con la vida familiar ,Mi puesto de trabajo no permitía la conciliación con la vida familiar ,NA,NA,NA,,no,No aplica,Reducción de jornada,NA,NA,Indiferencia,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,La excedencia no ha acabado aún,Realicé la misma actividad que antes de la excedencia ,No estoy trabajando actualmente,7,"Sí, creo que necesita alguna mejora.",Sueldo,7,"Sí, creo que necesita alguna mejora.",Sueldo,"Necesaria
Disfrute 
Satisfactoria
",Debería ser remunerada con mismo sueldo,Mujer,Casado/a,Formación profesional ,Trabajo en el sector público,Indefinido
1,,,,"Sí, los abuelos u otros familiares viven en el hogar ",si,6 meses,,,Quería dedicarme por completo a mi/s hijo/s,Quería dedicarme por completo a mi/s hijo/s,NA,NA,NA,,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,Reducción de jornada,NA,NA,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Volví al mismo puesto con la misma jornada ,Realicé la misma actividad que antes de la excedencia ,Estoy en el mismo puesto o en otro similar,1,"Sí, creo que necesita alguna mejora.",Baja maternal de un año,1,"Sí, creo que necesita alguna mejora.",Los horarios de trabajo,"Amor, conocimiento, sentir",,Mujer,Vivo en pareja,Formación profesional ,Trabajo en el sector privado,Indefinido
1,,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",si,4,,,Quería dedicarme por completo a mi/s hijo/s,Sentía que mi puesto de trabajo estaba asegurado,NA,NA,NA,,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,Flexibilidad de horario,Reducción de jornada,NA,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,La excedencia no ha acabado aún,Realicé trabajos de menor responsabilidad ,,5,"Sí, creo que necesita alguna mejora.",,1,"Sí, creo que necesita alguna mejora.",,"Dedicación completa 
",,Mujer,Pareja de hecho,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector privado,Indefinido
1,,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",si,3 meses,O,,Quería dedicarme por completo a mi/s hijo/s,Mi puesto de trabajo no permitía la conciliación con la vida familiar ,NA,NA,NA,,no,otros: Lactancia,No facilita ninguna de estas opciones,NA,NA,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Volví al mismo puesto con la misma jornada ,Realicé la misma actividad que antes de la excedencia ,Estoy en el mismo puesto o en otro similar,7,otros: En mi caso en particular es algo muy habitual en el equipo. Las condiciones son buenas,,3,"Sí, creo que necesita alguna mejora.","En mi caso y en mi empresa, trabajo rotativo a turnos es inexistente en cuanto a la posibilidad de compaginar con una reducción de jornada",La volveré a repetir si tengo otro hijo. Me veo obligada si quiero estaral cien por cien en sus primeros meses,,Mujer,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),otros: Servicio público de gestión privada,Indefinido
1,,,,"Sí, los abuelos u otros familiares viven en el hogar ",si,5 meses,,,Quería dedicarme por completo a mi/s hijo/s,Sentía que mi puesto de trabajo estaba asegurado,NA,NA,NA,,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,No facilita ninguna de estas opciones,NA,NA,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Volví al mismo puesto con la misma jornada ,Realicé la misma actividad que antes de la excedencia ,Los puestos no son comparables,7,"Sí, creo que necesita alguna mejora.",Recibir un 80% del salario y cuando nos reincorporemos quitar un 20% cada mes hasta devolverlo,1,"Sí, creo que necesita alguna mejora.",Flexibilidad horaria para madres y padres con hijos menores de 15 años,Personalmente satisfactoria y profesionalmente sacrificada,No,Mujer,Separado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector privado,Temporal
1,,,,"No, no cuento con nadie más",no,1,,,No tenía una opción real de adaptar la jornada a mis necesidades familiares ,No tenía una opción real de adaptar la jornada a mis necesidades familiares ,NA,NA,NA,,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,Reducción de jornada,NA,NA,Indiferencia,Indiferencia,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Cambió el tipo de jornada ,Realicé trabajos de menor responsabilidad ,Los puestos no son comparables,7,"Sí, creo que necesita alguna mejora.",Las empresas deberían de dar cuentas del concilio laboral familiar... Y no sería necesario ninguna excedencia.... Es muy triste pedir excedencia para no dejar un bebe de 4meses en manos ajenas. ,1,"Sí, creo que necesita alguna mejora.",Nuestros hijos tienen horarios que nada tiene que ver con el. Mundo laboral. Si yo entro a las 8 y mi hija a las 9...ya no existe ningún concilio. Asi que claramente deberia de flexibilizar los horarios todas las empresas. ,"Fue obligada y necesaria. Con 4meses es muy duro dejar a tu hijo en manos ajenas. Es vergonzoso. Y sí, todas lo hemos hecho y no ha pasado nada. Pero es vergonzoso. ","Hay que sumar como se encuentran muchas mujeres emocionalmente. La excedencia sirve para que una mamá disfrute y se recupere... No todas tenemos hijos en 10min.,y no todos los cuerpos vuelven  a estar como antes, lactancia, falta de sueño.... Ojalá mi excedencia hubiera durado un año pero económicamente no se pudo permitir en mi casa. ",Mujer,Vivo en pareja,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector privado,Indefinido
1,,,,"Sí, los abuelos u otros familiares viven en el hogar ",si,6,No,,Quería dedicarme por completo a mi/s hijo/s,Sentía que mi puesto de trabajo estaba asegurado,NA,NA,NA,No ,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,Reducción de jornada,NA,NA,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,La excedencia no ha acabado aún,Realicé la misma actividad que antes de la excedencia ,otros: Sigo de excedencia ,5,"Sí, creo que necesita alguna mejora.","No dan facilidades económicas por excedencia, las bajas son muy cortas y las ayudas son exclusivas para trabajadoras o desempleados",5,"No, considero que funciona bien.",La jornada de lactancia debería de durar más de un año,sigo de excedencia. Y es dificil,No,Mujer,Soltero/a,Formación profesional ,Trabajo en el sector público,Temporal
1,,,,"No, no cuento con nadie más",si,6 meses (primero),,,Quería dedicarme por completo a mi/s hijo/s,No contaba con ayuda externa de familiares,No tenía una opción real de adaptar la jornada a mis necesidades familiares ,NA,NA,,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,No facilita ninguna de estas opciones,NA,NA,Indiferencia,Comprensión,"otros: No, mi hijo es demasiado demandante y no me ha dejado ni un minuto libre, aunque tuviera intención de estudiar, no ha sido posible",No,Volví al mismo puesto con la misma jornada ,Realicé la misma actividad que antes de la excedencia ,,4,"Sí, creo que necesita alguna mejora.","Alargaría la baja maternal. El problema es que la excedencia no es remunerada y por tanto sólo la pueden coger las personas que se la pueden permitir, cuando pienso que cualquier niño debería estar con su madre como mínimo 6 meses, ideal 1-3 años",3,"Sí, creo que necesita alguna mejora.",,"Mamitis
Lactancia
Ajuste económico ",,Mujer,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector público,Temporal
1,,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",si,tres meses,,,Quería dedicarme por completo a mi/s hijo/s,Sentía que mi puesto de trabajo estaba asegurado,NA,NA,NA,,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,Reducción de jornada,NA,NA,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Volví al mismo puesto con la misma jornada ,Realicé la misma actividad que antes de la excedencia ,,4,"Sí, creo que necesita alguna mejora.",No tener que renunciar al periodo de lactancia. ,1,"Sí, creo que necesita alguna mejora.",alargar el período de cuidado de hijos. 16 semanas es muy poco,"gratificante, bonito, positiv",,Mujer,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector público,otros: funcionaria
1,,,,"No, no cuento con nadie más",si,6,,,Mi puesto de trabajo no permitía la conciliación con la vida familiar ,Quería dedicarme por completo a mi/s hijo/s,NA,NA,NA,,no,No nos planteamos esa opción,"Reducción de jornada, pero no te permiten elegir un horario que te permita conciliar la vida familiar con la profesional ",NA,NA,Indiferencia,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,La excedencia no ha acabado aún,Realicé la misma actividad que antes de la excedencia ,,4,"No, considero que funciona bien.",,1,"Sí, creo que necesita alguna mejora.","Facilidad de las empresas en la elección del horario de trabajo, librar los fines de semana, posibilidad de trabajar en un turno fijo.","Necesidad, pasar tiempo con los niños cuando son bebes.",,Mujer,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector privado,Indefinido
1,,,,"otros: Dispongo de ayuda,  pero no la utilizo",si,6meses,0,0,Quería dedicarme por completo a mi/s hijo/s,Sentía que mi puesto de trabajo estaba asegurado,NA,NA,NA,,no,No nos planteamos esa opción,Reducción de jornada,NA,NA,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Volví al mismo puesto con la misma jornada ,Realicé la misma actividad que antes de la excedencia ,,4,"Sí, creo que necesita alguna mejora.","Que fuera remunerado,  en un porcentaje, como ocurre en otros paises",4,"No, considero que funciona bien.",,"Resultó más cansado que trabajar,  pero también más gratificante. Quería ser yo quien cuidará a mi hija",,Mujer,Vivo en pareja,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector privado,Indefinido
1,,,,"No, no cuento con nadie más",si,6,,,No contaba con ayuda externa de familiares,Mi puesto de trabajo no permitía la conciliación con la vida familiar ,NA,NA,NA,,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,Reducción de jornada,NA,NA,Indiferencia,Indiferencia,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Cambié de puesto,Realicé la misma actividad que antes de la excedencia ,,6,"Sí, creo que necesita alguna mejora.",,2,"Sí, creo que necesita alguna mejora.",,,,Mujer,Vivo en pareja,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector público,Indefinido
1,,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",si,18,,,Quería dedicarme por completo a mi/s hijo/s,Mi puesto de trabajo no permitía la conciliación con la vida familiar ,Quería dedicarme por completo a mi/s hijo/s,NA,NA,,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,Reducción de jornada,NA,NA,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Volví al mismo puesto con la misma jornada ,Realicé trabajos de menor responsabilidad ,otros: No hace mas de 3 añoa,7,"Sí, creo que necesita alguna mejora.",Incorporacion progresiva ,1,"Sí, creo que necesita alguna mejora.",Horario no puedo salir a las 10 si mi hija entra a las 9 a la guarderia,Es ideal tendria q haberla extendido hasta que fueran al cole ,,Mujer,Vivo en pareja,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector privado,Indefinido
1,,,,"Sí, una persona contratada nos ayuda a cuidar del hijo/s",si,9 meses (1),,,Quería dedicarme por completo a mi/s hijo/s,Quería dedicarme por completo a mi/s hijo/s,NA,NA,NA,,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,Reducción de jornada,NA,NA,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Volví al mismo puesto con la misma jornada ,Realicé la misma actividad que antes de la excedencia ,,7,"Sí, creo que necesita alguna mejora.",Coger menos excedencia por tener 1 baja maternal mayor de 4 meses,1,"Sí, creo que necesita alguna mejora.",Baja maternal mayor de 4 meses. 2 años como otros países europeos,Imprescindible,"Al no estar renumerada, economía familiar muy ajustada",Mujer,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector público,Indefinido
1,,,,otros: Espacio de crianza,si,18 meses,,,Quería dedicarme por completo a mi/s hijo/s,Quería dedicarme por completo a mi/s hijo/s,Sentía que mi puesto de trabajo estaba asegurado,NA,NA,,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,Reducción de jornada,NA,NA,Indiferencia,Comprensión,"Sí, compaginé el cuidado del hijo con formación / actividades para estar al día en mi profesión.",No,La excedencia no ha acabado aún,otros: No he finalizado,otros: No ha finalizado ,7,"Sí, creo que necesita alguna mejora.",Mayor seguridad al reincorporarte a tu puesto ,1,"Sí, creo que necesita alguna mejora.",Jornadas más cortas y acordes al horario de los peques,Opcional y satisfactoria ,,Mujer,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector privado,Temporal
1,,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",si,"Un curso, 1 hijo",No,,Quería dedicarme por completo a mi/s hijo/s,Mi puesto de trabajo no permitía la conciliación con la vida familiar ,No tenía una opción real de adaptar la jornada a mis necesidades familiares ,NA,NA,,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,No facilita ninguna de estas opciones,NA,NA,Comprensión,Comprensión,"Sí, compaginé el cuidado del hijo con formación / actividades para estar al día en mi profesión.","Sí, por cuenta ajena",Volví al mismo puesto con la misma jornada ,Realicé la misma actividad que antes de la excedencia ,,4,"Sí, creo que necesita alguna mejora.",Contar con ayudas económicas,3,"Sí, creo que necesita alguna mejora.",Adaptar el horario a mis necesidades,"Tranquilidad, cuidado de mi hija, cambio",,Mujer,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector privado,Indefinido
1,,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",si,3,,,Quería dedicarme por completo a mi/s hijo/s,Sentía que mi puesto de trabajo estaba asegurado,NA,NA,NA,,no,No nos planteamos esa opción,No facilita ninguna de estas opciones,NA,NA,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,La excedencia no ha acabado aún,Realicé la misma actividad que antes de la excedencia ,,7,"No, considero que funciona bien.",,2,"Sí, creo que necesita alguna mejora.",Una baja de maternidad más larga para poder atender las necesidades de tu hijo ,La mejor decisión ,,Mujer,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector privado,Indefinido
1,,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",si,12,,,Sentía que mi puesto de trabajo estaba asegurado,Quería dedicarme por completo a mi/s hijo/s,NA,NA,NA,,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,Flexibilidad de horario,Reducción de jornada,NA,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Volví al mismo puesto con la misma jornada ,Realicé la misma actividad que antes de la excedencia ,,5,"Sí, creo que necesita alguna mejora.","Tener ingresos, aunque sean inferiores al sueldo",2,"Sí, creo que necesita alguna mejora.","Los horarios de las empresas, totalmente incompatibles con el horario escolar. Ninguna flexibilidad horaria","No la cambio por nada, ni por dinero, ni por ascensos, ni por mí profesión",,Mujer,Vivo en pareja,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector público,Indefinido
1,,,,"No, no cuento con nadie más",si,De momento me la pedí por un año,,,"otros: Dejar a un bebe con 4 meses bajo cuidado de desconocidos no es viable, necesita a sus padres a estaba edad. El trabajo pasa a segundo plano. Trabajar puedes siempre, cuidar a tu hij@/bebe no",No contaba con ayuda externa de familiares,Quería dedicarme por completo a mi/s hijo/s,Sentía que mi puesto de trabajo estaba asegurado,NA,,no,otros: Esta en paro/ trabaja por horas,Reducción de jornada,NA,NA,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,La excedencia no ha acabado aún,otros: Aun no ha terminado mi excedencia,,4,"Sí, creo que necesita alguna mejora.","Que no se corte el apoyo económico.
Que haya mas apoyo para padres no trabajadores o en excedencia por el cuidado de sus hijos",4,"Sí, creo que necesita alguna mejora.",,"Verles crecer, compartir sus pasos cada día, sus alegrías, ver el mundo cuando lo descubren por primera vez con sus ojos, es algo que no se debe perder y una experiencia muy intensa y preciosa. Parece mentira que vivimos en un mundo llamado ""civilizado"" en el cual se alejan los padres de sus hijos a tan temprana edad dejándoles bajo custodia de terceros para cumplir con las expectativas (p.ej. de trabajo) de los demás",,Mujer,Soltero/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector público,Indefinido
1,,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",si,4 meses,,,Quería dedicarme por completo a mi/s hijo/s,Mi puesto de trabajo no permitía la conciliación con la vida familiar ,NA,NA,NA,,no,,Flexibilidad de horario,Reducción de jornada,NA,Comprensión,Comprensión,"Sí, compaginé el cuidado del hijo con formación / actividades para estar al día en mi profesión.",No,Cambió el tipo de jornada ,Realicé la misma actividad que antes de la excedencia ,,7,"Sí, creo que necesita alguna mejora.",Económica. ,3,"Sí, creo que necesita alguna mejora.","Flexibilidad horaria, reducción jornadas, trabajo en casa sin disminuir sueldos ",Positiva aunque insuficiente,,Mujer,Vivo en pareja,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector público,Temporal
1,,,,"No, no cuento con nadie más",si,18,,,Quería dedicarme por completo a mi/s hijo/s,No contaba con ayuda externa de familiares,Quería dedicarme por completo a mi/s hijo/s,Sentía que mi puesto de trabajo estaba asegurado,NA,,si,,Flexibilidad de horario,Reducción de jornada,NA,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,La excedencia no ha acabado aún,otros: Aun estoy,,1,"Sí, creo que necesita alguna mejora.",,2,"Sí, creo que necesita alguna mejora.",,Incomprensión social,,Mujer,Vivo en pareja,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector privado,Indefinido
